RowNumber;CustomerId;CreditScore;Geography;Gender;Age;Tenure;Balance;NumOfProducts;HasCrCard;IsActiveMember;EstimatedSalary;Exited;Geography_codes;Gender_codes
2377;15730738;786;Spain;Male;31;9;0;2;1;1;1821036;0;2;1
2378;15637650;549;France;Male;50;9;9474876;2;0;1;1360818;0;0;1
2379;15606267;622;France;Female;38;4;9864074;1;1;1;11045799;0;0;0
2380;15625904;624;France;Male;26;9;746819;2;0;0;3123135;0;0;1
2381;15654463;841;France;Male;34;4;0;2;1;0;14158266;0;0;1
2382;15774151;614;Spain;Female;41;7;17991585;1;0;0;1466635;1;2;0
2383;15693259;676;France;Male;30;1;12820723;1;1;1;5540017;0;0;1
2384;15642468;697;France;Male;42;9;13273926;2;0;0;17466765;0;0;1
2385;15758531;732;France;Female;40;10;0;2;1;0;15418908;0;0;0
2386;15728352;623;France;Male;27;4;12050981;1;0;0;14217044;0;0;1
2387;15637240;541;France;Male;46;4;12454713;2;1;0;9449906;0;0;1
2388;15595588;773;Spain;Female;39;4;0;2;0;1;18208145;0;2;0
2389;15778395;762;Germany;Male;34;4;8881556;2;1;0;6856226;1;1;1
2390;15711825;655;Spain;Female;35;1;8223151;2;1;0;8879802;0;2;0
2391;15599251;602;Germany;Male;32;7;18471586;2;1;0;11378199;0;1;1
2392;15570004;850;France;Male;31;3;0;2;1;0;12186687;0;0;1
2393;15656912;649;Spain;Male;51;4;0;1;1;1;15039057;0;2;1
2394;15657342;850;Germany;Male;28;4;14797219;1;1;0;6070872;1;1;1
2395;15716284;543;France;Male;43;9;0;2;1;1;7885807;0;0;1
2396;15672374;672;France;Male;52;8;17000884;1;0;0;5640742;1;0;1
2397;15732476;600;France;Female;27;3;0;2;0;1;12569897;0;0;0
2398;15747724;671;Spain;Female;34;10;0;1;1;0;2323538;0;2;0
2399;15633877;706;Spain;Female;42;8;9538682;1;1;1;7573225;0;2;0
2400;15672516;541;Germany;Male;51;7;9037328;2;1;0;17986179;0;1;1
2401;15607827;711;Germany;Male;34;4;13346777;2;1;1;4297664;0;1;1
2402;15751336;630;Spain;Male;30;3;0;2;0;1;1048669;0;2;1
2403;15646539;531;France;Male;31;3;9628826;1;1;0;5679473;0;0;1
2404;15756901;641;France;Female;26;4;9154784;2;0;1;2815734;0;0;0
2405;15809286;631;Germany;Male;37;8;13829264;2;0;0;15242291;1;1;1
2406;15759021;685;France;Male;35;9;0;1;1;0;16703383;0;0;1
2407;15725039;702;Spain;Male;32;8;7166774;1;1;1;12608218;0;2;1
2408;15579130;708;Germany;Female;43;0;11899484;1;1;0;18149977;1;1;0
2409;15754112;653;Spain;Male;55;7;0;2;1;1;4196703;0;2;1
2410;15735522;654;Germany;Male;37;2;14561007;2;0;0;18630059;0;1;1
2411;15613326;596;France;Female;33;1;13816281;1;1;0;8541254;0;0;0
2412;15739502;549;Germany;Female;31;9;13502021;2;1;1;2334318;0;1;0
2413;15670914;754;France;Male;38;2;0;2;1;0;18069832;0;0;1
2414;15604073;815;Germany;Female;25;8;13516167;1;1;1;13607105;0;1;0
2415;15806027;556;France;Female;52;9;0;1;1;0;1751492;1;0;0
2416;15574886;706;France;Male;32;6;9448647;1;1;1;14694974;0;0;1
2417;15707120;850;France;Male;46;9;11764039;1;1;0;8892068;0;0;1
2418;15800845;732;Spain;Female;33;8;11137955;1;1;1;4509862;0;2;0
2419;15603914;614;France;Male;40;6;0;1;1;1;2033979;1;0;1
2420;15722765;580;Spain;Female;57;0;13682099;1;0;1;10852874;0;2;0
2421;15783305;593;France;Female;46;7;9875251;1;1;0;14556038;0;0;0
2422;15574842;653;Germany;Female;25;2;15826642;3;1;1;19935724;0;1;0
2423;15607837;746;France;Female;29;4;10559967;1;1;1;4310617;0;0;0
2424;15714877;662;France;Female;29;10;0;2;1;0;13750831;0;0;0
2425;15782941;573;France;Male;31;2;0;2;1;1;9195739;0;0;1
2426;15630167;684;Spain;Female;39;4;1397239;1;1;1;12061211;0;2;0
2427;15759038;793;France;Female;41;3;14180646;1;1;0;10292117;0;0;0
2428;15661821;798;Germany;Female;49;5;13257167;1;1;1;3168633;1;1;0
2429;15728006;524;France;Male;40;2;1805169;1;1;0;18000242;0;0;1
2430;15712176;816;France;Male;31;8;0;2;1;1;284074;0;0;1
2431;15689351;742;Germany;Female;41;4;9280572;1;0;1;7374395;1;1;0
2432;15782247;540;France;Male;22;4;0;3;1;1;18623326;1;0;1
2433;15769064;537;Germany;Male;39;3;13530936;1;1;0;3172886;1;1;1
2434;15718153;759;Spain;Female;74;6;12891784;1;1;1;4824464;0;2;0
2435;15613189;774;France;Female;52;2;5658093;1;1;0;11326628;1;0;0
2436;15661734;608;Germany;Male;42;8;13139075;2;1;0;7117809;0;1;1
2437;15592645;704;Spain;Male;37;4;0;2;0;0;2568493;0;2;1
2438;15768387;581;France;Male;41;8;0;2;0;0;2973714;0;0;1
2439;15792525;628;Germany;Female;61;1;9736166;1;1;1;14992238;1;1;0
2440;15586976;566;France;Female;42;6;0;1;1;0;18070212;1;0;0
2441;15790659;701;Spain;Male;59;7;0;2;0;1;2759759;0;2;1
2442;15691446;735;Spain;Male;29;10;0;2;1;1;9502527;0;2;1
2443;15772632;680;France;Female;34;1;0;2;1;0;16703507;0;0;0
2444;15706587;560;France;Male;57;0;0;2;0;1;11678171;0;0;1
2445;15572461;663;Germany;Female;29;4;10271465;2;0;0;2117081;0;1;0
2446;15654409;665;France;Female;34;5;6781672;1;1;1;2964158;0;0;0
2447;15568025;758;France;Male;51;8;8171046;1;1;1;11652007;0;0;1
2448;15715769;621;France;Male;26;2;7523754;1;0;1;442204;0;0;1
2449;15667458;764;Germany;Male;28;10;12402318;1;1;0;16618828;0;1;1
2450;15567980;537;Germany;Female;46;5;1007275;1;0;1;14085776;1;1;0
2451;15679294;589;France;Female;46;10;10723885;2;1;0;3702428;0;0;0
2452;15606507;555;France;Male;24;5;0;2;1;0;2751347;0;0;1
2453;15578825;734;France;Female;29;0;13999466;1;1;0;1774472;0;0;0
2454;15619935;783;Spain;Female;59;9;12622487;1;1;1;442363;0;2;0
2455;15636089;678;Germany;Female;51;1;14575103;1;0;0;10971844;1;1;0
2456;15727490;661;France;Male;47;5;0;1;0;1;10724331;1;0;1
2457;15591766;607;Spain;Female;25;4;12116689;1;0;1;11528824;0;2;0
2458;15641629;537;Spain;Female;38;1;0;2;0;1;4123397;0;2;0
2459;15813303;513;Spain;Male;88;10;0;2;1;1;5295224;0;2;1
2460;15756920;576;France;Male;63;9;7065548;1;0;0;789558;1;0;1
2461;15726403;660;Germany;Male;41;1;12990121;1;1;0;260256;1;1;1
2462;15592765;637;France;Male;40;8;12547081;1;1;1;17453617;0;0;1
2463;15704442;672;France;Female;53;9;16940633;4;1;1;14731147;1;0;0
2464;15641136;629;France;Male;32;2;0;2;0;1;7796544;0;0;1
2465;15725818;583;Germany;Male;40;4;1070413;1;1;1;563563;0;1;1
2466;15612071;763;Spain;Female;32;10;9515377;1;0;1;813101;0;2;0
2467;15719809;516;Germany;Male;32;3;14516609;2;0;0;11142145;0;1;1
2468;15716518;617;France;Female;27;4;0;2;0;0;19026921;0;0;0
2469;15742210;700;France;Male;38;9;6596263;1;1;1;10095048;0;0;1
2470;15630617;727;Germany;Male;36;6;14041881;1;1;1;11303373;1;1;1
2471;15720838;689;Spain;Female;31;3;13979963;1;0;1;12066357;0;2;0
2472;15595537;626;Germany;Male;49;9;17178784;2;1;0;18719223;0;1;1
2473;15623196;686;France;Male;38;6;14923897;1;1;1;9782523;0;0;1
2474;15679249;351;Germany;Female;57;4;16314646;1;1;0;16962169;1;1;0
2475;15693199;739;France;Female;37;8;0;2;1;0;1915571;1;0;0
2476;15661219;627;France;Male;32;10;0;2;1;0;10328762;0;0;1
2477;15617136;451;Germany;Female;38;9;6148247;1;1;1;16753866;0;1;0
2478;15760294;512;France;Female;41;8;14515028;1;1;0;6486932;1;0;0
2479;15652808;774;France;Female;41;5;12667037;1;1;0;10242606;0;0;0
2480;15657139;652;France;Female;40;8;843908;2;0;1;1078762;0;0;0
2481;15803790;638;Germany;Male;37;2;8972886;2;1;1;3729488;0;1;1
2482;15764105;475;France;Female;57;1;0;2;1;0;8924899;0;0;0
2483;15672610;567;Spain;Male;40;4;1186288;1;0;0;9197363;0;2;1
2484;15766896;750;France;Male;37;3;0;2;1;0;168702;0;0;1
2485;15587735;850;France;Male;39;6;9686313;1;1;1;12168119;0;0;1
2486;15659501;753;France;Female;38;6;14226345;1;0;1;3373043;0;0;0
2487;15745001;683;Spain;Female;36;7;0;2;1;0;10478659;0;2;0
2488;15651140;710;France;Female;32;3;0;1;1;0;9479034;0;0;0
2489;15571148;645;Spain;Female;21;1;0;2;0;0;2872607;0;2;0
2490;15776824;714;France;Male;28;6;12272437;1;1;1;6705727;0;0;1
2491;15633141;696;Germany;Female;35;4;17490226;1;1;0;6907985;0;1;0
2492;15764174;612;Spain;Female;26;4;0;2;1;1;17978074;0;2;0
2493;15778155;520;Germany;Female;31;3;10891417;1;1;1;18357239;1;1;0
2494;15715920;782;Spain;Male;23;10;9805266;1;1;1;14258732;0;2;1
2495;15671917;666;France;Male;46;5;12387319;1;1;1;17784406;0;0;1
2496;15666548;466;Germany;Female;56;2;11192013;3;1;0;19763411;1;1;0
2497;15625623;567;France;Female;45;4;0;2;0;1;12105319;0;0;0
2498;15748123;613;France;Male;20;3;0;2;1;1;14961377;0;0;1
2499;15648735;718;France;Male;37;8;0;2;1;1;14281;0;0;1
2500;15634974;614;France;Female;37;8;7515034;4;0;1;13176667;1;0;0
2501;15713378;711;France;Male;38;10;0;2;0;0;5331178;0;0;1
2502;15753370;691;Germany;Female;38;5;11475376;1;1;0;10766502;0;1;0
2503;15782659;527;France;Male;32;0;0;1;1;0;10952388;0;0;1
2504;15583364;476;France;Female;32;6;11187193;1;0;0;11213286;0;0;0
2505;15625942;619;Spain;Female;45;0;0;2;0;0;1136454;0;2;0
2506;15720284;607;Germany;Female;37;4;13592706;1;0;0;1808904;0;1;0
2507;15679642;695;Spain;Male;44;8;0;2;1;1;7097413;0;2;1
2508;15628007;653;France;Male;33;1;0;2;0;0;5337952;0;0;1
2509;15661974;677;France;Male;46;2;5703774;1;1;1;15853101;0;0;1
2510;15689341;655;France;Female;50;10;0;4;1;0;17926794;1;0;0
2511;15607993;625;France;Female;52;2;7946896;1;1;1;8460603;0;0;0
2512;15693267;679;Germany;Female;34;7;12106385;1;1;0;5698458;0;1;0
2513;15769522;734;France;Male;51;1;11853747;1;1;1;11691245;0;0;1
2514;15755825;666;France;Male;39;10;0;2;1;0;10299933;0;0;1
2515;15598175;592;Germany;Female;26;4;10508207;2;1;0;13280157;0;1;0
2516;15744327;564;France;Male;40;4;0;1;1;0;8545562;1;0;1
2517;15798666;814;France;Female;36;6;0;2;1;1;9865701;0;0;0
2518;15577064;592;Germany;Male;36;2;10470265;2;1;0;10794872;0;1;1
2519;15759436;758;France;Female;50;2;9581376;3;1;1;6794409;1;0;0
2520;15690231;612;Spain;Female;62;0;16702661;2;1;1;19289205;0;2;0
2521;15751561;498;Germany;Male;61;7;10245326;1;1;0;18724756;1;1;1
2522;15739068;638;Germany;Male;25;4;14804545;2;1;1;11472242;0;1;1
2523;15758056;558;France;Male;35;1;0;2;0;0;11168757;0;0;1
2524;15742269;756;France;Female;24;1;0;2;1;0;18418225;0;0;0
2525;15726490;782;Spain;Male;52;4;0;1;1;1;5275982;1;2;1
2526;15738411;505;France;Male;34;10;10449879;1;0;1;12645114;0;0;1
2527;15727919;671;Spain;Female;29;6;0;2;0;0;1204867;0;2;0
2528;15709396;801;France;Male;42;6;0;2;1;1;9580433;0;0;1
2529;15654106;604;France;Male;26;8;14954252;2;0;1;19791152;0;0;1
2530;15621653;716;France;Female;29;10;8794639;1;1;1;18253174;0;0;0
2531;15598086;624;France;Female;45;3;6863957;1;1;0;16800231;1;0;0
2532;15752300;607;Germany;Male;47;4;14882632;1;1;1;7945061;0;1;1
2533;15658693;827;France;Female;60;2;0;2;0;1;6061583;0;0;0
2534;15631838;606;France;Male;61;5;10816609;2;0;1;864321;0;0;1
2535;15803804;717;Germany;Female;35;5;10321471;1;1;0;1721727;0;1;0
2536;15578809;651;Germany;Male;40;1;13476021;2;0;0;17443406;1;1;1
2537;15752026;691;France;Male;58;3;0;1;0;1;1949303;1;0;1
2538;15723706;573;France;Female;33;0;9012464;1;1;0;13747671;0;0;0
2539;15752838;723;Spain;Male;38;6;0;2;1;1;944156;0;2;1
2540;15569571;584;Germany;Female;46;6;8736102;2;1;0;12037687;1;1;0
2541;15769703;550;Germany;Female;45;8;11125759;1;0;0;9762342;1;1;0
2542;15679770;611;France;Female;61;3;13158359;4;0;1;6623823;1;0;0
2543;15791102;549;Germany;Male;41;9;950208;3;1;1;13171059;1;1;1
2544;15655192;850;Spain;Female;24;1;0;2;0;1;6905287;0;2;0
2545;15709487;668;Germany;Male;34;5;8024237;2;0;0;5678097;0;1;1
2546;15687130;686;France;Female;43;0;0;1;1;1;1700729;0;0;0
2547;15755178;660;France;Male;50;1;0;3;1;1;19184915;1;0;1
2548;15634772;682;Spain;Female;59;0;12266139;1;0;1;8480376;0;2;0
2549;15617197;524;France;Male;50;4;0;2;1;1;3184059;1;0;1
2550;15631240;645;France;Female;36;8;0;2;1;1;1209661;1;0;0
2551;15784301;850;France;Male;42;0;0;2;1;0;4416584;0;0;1
2552;15631310;537;France;Female;53;3;0;1;1;1;9140662;0;0;0
2553;15756560;599;Spain;Female;46;7;8174284;2;1;0;8328221;0;2;0
2554;15732270;727;Spain;Male;71;8;0;1;1;1;19844691;1;2;1
2555;15739357;756;Spain;Male;30;2;14512785;1;0;0;755468;0;2;1
2556;15771540;755;France;Male;38;9;14891244;1;1;0;8041616;0;0;1
2557;15567486;634;Spain;Female;41;4;0;2;1;1;16454974;0;2;0
2558;15714634;837;France;Male;26;4;8990024;2;1;0;17547703;0;0;1
2559;15727021;727;Germany;Female;30;8;11902728;2;1;1;13790354;0;1;0
2560;15650670;567;Germany;Female;40;2;10522286;2;1;0;9379586;0;1;0
2561;15711834;650;Spain;Female;30;6;0;1;0;0;6799713;1;2;0
2562;15729763;655;Spain;Male;34;1;11611493;1;1;1;4949215;0;2;1
2563;15646566;763;France;Female;58;9;18791155;1;0;1;3582518;0;0;0
2564;15645463;843;France;Female;27;5;0;2;1;1;6749423;0;0;0
2565;15672144;667;France;Female;38;6;14443204;1;1;1;7396317;1;0;0
2566;15596088;705;France;Female;50;4;770659;2;0;1;14515926;0;0;0
2567;15614878;660;Germany;Female;29;6;18052029;1;1;1;12385058;0;1;0
2568;15635240;553;France;Male;42;1;0;2;0;0;2382204;0;0;1
2569;15775905;612;Germany;Female;47;6;13002487;1;1;1;4575021;1;1;0
2570;15700657;641;Germany;Female;40;2;11008669;1;1;0;15977314;0;1;0
2571;15611905;513;Spain;Female;31;5;17485346;1;1;0;8423863;0;2;0
2572;15652527;680;France;Male;44;7;10872498;1;0;1;7233046;0;0;1
2573;15785865;711;France;Male;58;9;9128513;2;1;1;2676785;0;0;1
2574;15645942;689;Spain;Male;40;2;0;2;1;1;16476882;0;2;1
2575;15688691;665;Germany;Female;51;9;11061041;2;0;1;111276;1;1;0
2576;15592736;551;Germany;Male;54;5;10299404;1;1;0;17668016;1;1;1
2577;15673529;645;Spain;Male;36;4;5989385;2;1;0;4399964;0;2;1
2578;15724145;616;Germany;Male;29;8;14931855;1;1;0;14074613;0;1;1
2579;15704629;582;France;Female;32;1;11640955;1;0;1;15279092;0;0;0
2580;15597896;365;Germany;Male;30;0;12776007;1;1;0;8153785;1;1;1
2581;15731790;697;Germany;Female;38;6;13259136;1;1;1;73878;1;1;0
2582;15634719;704;France;Male;31;0;0;2;1;0;18303833;0;0;1
2583;15703205;656;France;Female;46;5;11340214;2;1;1;13884906;0;0;0
2584;15567333;712;France;Female;31;7;0;2;1;0;17033338;0;0;0
2585;15754537;748;France;Male;40;0;0;1;0;0;6041676;0;0;1
2586;15612030;724;France;Male;28;9;0;2;1;1;1002402;0;0;1
2587;15573242;691;France;Male;50;6;13695347;1;1;1;270498;0;0;1
2588;15601892;563;France;Male;33;8;0;2;0;1;6881505;0;0;1
2589;15663885;741;France;Male;32;5;0;1;1;1;6483923;0;0;1
2590;15701096;778;France;Male;44;8;12386364;1;1;0;14449494;0;0;1
2595;15787318;537;Germany;Female;47;6;10316335;1;1;0;1625964;1;1;0
2601;15744582;680;France;Female;24;10;0;3;1;0;15497163;1;0;0
2615;15640846;546;Germany;Female;58;3;10645831;4;1;0;12888187;1;1;0
2618;15602735;692;Germany;Male;45;6;15229683;4;0;1;10804086;1;1;1
2620;15800062;850;Spain;Male;49;8;0;1;0;0;2586767;1;2;1
2629;15775891;634;Germany;Male;48;2;10724769;1;1;1;10371205;1;1;1
2630;15711789;768;Spain;Female;42;3;0;1;0;0;16124299;1;2;0
2635;15680278;661;Spain;Female;42;9;7536144;1;1;0;2760812;1;2;0
2640;15581036;712;Germany;Female;40;3;10930879;2;1;0;12015872;1;1;0
2648;15687162;461;France;Male;51;9;11988984;1;0;0;5676767;1;0;1
2655;15759874;532;France;Male;44;3;14859555;1;1;0;7483864;1;0;1
2659;15815490;670;Germany;Male;40;2;16494898;3;0;0;1770280;1;1;1
2660;15679410;729;France;Female;62;4;1405494;1;1;0;3099016;1;0;0
2662;15688409;742;France;Female;28;2;19186451;1;1;0;10845799;1;0;0
2663;15742272;669;France;Female;44;8;9641809;1;0;0;13160948;1;0;0
2666;15635660;612;Germany;Male;30;9;14291015;1;1;0;10589055;1;1;1
2669;15582325;524;France;Male;52;2;8789426;1;1;0;17389942;1;0;1
2671;15760446;598;France;Female;64;9;0;1;0;1;1318137;1;0;0
2677;15641994;667;Germany;Male;43;1;10301845;1;1;0;3246239;1;1;1
2690;15636999;414;France;Male;38;8;0;1;0;1;7766112;1;0;1
2696;15639946;597;Germany;Female;39;8;16253214;3;1;0;3605146;1;1;0
2699;15729954;586;France;Female;28;5;0;3;1;0;1704874;1;0;0
2704;15627352;459;Germany;Male;46;7;11035642;1;1;0;496913;1;1;1
2720;15809178;569;Germany;Female;42;9;14610075;1;1;0;3257401;1;1;0
2721;15806688;726;Spain;Female;56;8;1231109;3;0;1;13011378;1;2;0
2722;15576824;564;Germany;Female;44;3;1117604;3;1;1;10472247;1;1;0
2733;15592816;623;Germany;Female;48;1;10807633;1;1;0;11885526;1;1;0
2739;15662098;650;Spain;Male;41;3;12880865;3;0;0;11367753;1;2;1
2744;15658889;689;France;Male;22;4;13644425;1;1;0;5198025;1;0;1
2749;15753332;401;Germany;Male;48;8;12814017;1;1;0;17575355;1;1;1
2751;15767474;481;France;Female;57;9;0;3;1;1;16971935;1;0;0
2753;15626787;698;Spain;Female;31;8;18507826;1;0;0;11533774;1;2;0
2758;15566708;444;France;Female;45;4;0;2;1;0;1616535;1;0;0
2770;15730433;580;Germany;Female;38;1;12821847;1;1;0;12595383;1;1;0
2776;15782468;850;Spain;Male;51;3;10979955;2;1;1;1245776;1;2;1
2778;15776233;758;Germany;Female;61;8;12539721;1;1;0;18218409;1;1;0
2782;15641416;732;Germany;Female;61;9;9486718;2;1;1;1575276;1;1;0
2786;15771417;640;France;Male;43;7;13241238;1;0;0;695843;1;0;1
2787;15585100;511;Germany;Female;40;9;1244016;1;1;0;19881424;1;1;0
2788;15700487;805;France;Male;46;6;11802206;3;1;0;16264315;1;0;1
2790;15747503;705;Spain;Male;44;0;18455212;1;1;0;688603;1;2;1
2795;15597930;646;France;Male;52;8;5966943;1;0;0;17249581;1;0;1
2803;15723299;774;France;Male;53;4;11370928;1;1;1;15388793;1;0;1
2806;15618936;688;France;Female;51;5;0;1;1;0;9162411;1;0;0
2807;15787529;592;Spain;Male;38;0;0;1;1;0;6598648;1;2;1
2814;15600934;758;France;Female;52;7;12509594;1;1;0;17118983;1;0;0
2843;15785782;513;Spain;Male;48;2;0;1;1;1;11470913;1;2;1
2846;15812513;599;Germany;Male;45;10;10358305;1;1;0;13212769;1;1;1
2848;15678572;529;Spain;Male;38;7;998425;2;1;0;9025606;1;2;1
2852;15776454;603;France;Female;48;5;0;1;1;0;1004786;1;0;0
2854;15648489;487;France;Male;53;4;19968949;1;1;1;2420786;1;0;1
2857;15813067;432;Germany;Female;45;3;11021914;1;1;0;430467;1;1;0
2869;15707968;545;Spain;Male;36;8;7321112;2;1;0;8958734;1;2;1
2873;15671591;439;Spain;Male;52;3;9619624;4;1;0;19887452;1;2;1
2880;15669411;750;Germany;Female;52;6;10746756;1;1;0;12623318;1;1;0
2881;15789425;694;Germany;Female;37;8;9821804;2;1;0;18235446;1;1;0
2899;15624510;696;France;Male;52;6;13978106;1;1;0;274454;1;0;1
2901;15668575;626;Spain;Female;26;8;14861041;3;0;1;10450202;1;2;0
2913;15628972;699;Germany;Male;32;1;12390622;3;1;1;12744382;1;1;1
2916;15617482;489;Germany;Female;52;1;13144151;1;1;0;3724011;1;1;0
2917;15704583;651;France;Male;56;2;0;1;1;0;11452268;1;0;1
2918;15621083;698;France;Male;57;6;13632548;2;1;1;7254927;1;0;1
2919;15649487;578;Germany;Female;38;4;11315044;2;1;0;17671259;1;1;0
2929;15581198;668;Germany;Female;39;0;12210479;1;1;0;11294667;1;1;0
2933;15724858;688;France;Female;54;9;0;1;1;0;19121263;1;0;0
2935;15690188;631;France;Male;33;7;0;1;1;1;5804302;1;0;1
2940;15591915;533;France;Female;39;2;0;1;0;1;7366994;1;0;0
2946;15776348;835;Germany;Male;20;4;12436542;1;0;0;18019774;1;1;1
2952;15671655;763;Germany;Male;31;7;1439663;2;1;1;14026296;1;1;1
2958;15789109;686;France;Female;41;10;0;1;1;1;14427271;1;0;0
2963;15605000;550;France;Male;38;9;14027899;3;1;1;17145706;1;0;1
2967;15577178;511;France;Male;45;5;6837527;1;1;0;19316025;1;0;1
2968;15595324;579;Germany;Female;39;5;1178333;3;0;0;58310;1;1;0
2971;15595228;815;France;Male;45;7;0;1;0;1;5288523;1;0;1
2974;15651983;591;France;Female;56;9;12888249;1;1;1;19624194;1;0;0
2978;15655123;505;Spain;Female;45;9;1313553;3;1;0;19539533;1;2;0
2988;15682268;676;Germany;Female;26;1;10834866;1;0;0;6023174;1;1;0
2989;15684801;689;France;Male;47;1;9387195;3;1;0;15687842;1;0;1
2990;15636428;703;Spain;Female;45;1;0;1;1;0;18278411;1;2;0
3007;15720943;747;France;Female;45;1;11495912;1;1;0;18936239;1;0;0
3008;15697997;602;France;Male;33;5;16470438;1;0;1;1807161;1;0;1
3011;15619653;666;France;Male;47;2;0;1;1;0;3504697;1;0;1
3033;15800061;495;Spain;Female;45;3;8915894;3;1;0;13516976;1;2;0
3036;15687491;817;Germany;Male;45;9;10120775;1;0;0;8821112;1;1;1
3047;15779862;658;Germany;Female;31;3;13300303;1;0;1;14633927;1;1;0
3051;15699247;791;France;Female;44;5;0;2;1;1;12397786;1;0;0
3070;15570932;666;France;Male;43;7;13778074;2;1;1;11910005;1;0;1
3075;15609653;614;Germany;Female;44;6;11871586;1;1;0;13359111;1;1;0
3083;15759066;483;France;Female;44;5;13683649;1;1;0;1923599;1;0;0
3084;15814816;466;France;Male;40;4;9159206;1;1;0;14121018;1;0;1
3086;15571059;734;France;Female;54;3;0;1;1;0;13080554;1;0;0
3091;15779581;734;Spain;Female;43;3;5585333;2;0;1;9481185;1;2;0
3097;15745083;613;Germany;Male;59;8;9141576;1;0;0;279650;1;1;1
3106;15794566;678;France;Female;28;4;0;2;1;1;14442317;1;0;0
3108;15697424;597;Spain;Female;30;2;11937011;1;1;1;18272622;1;2;0
3110;15735878;850;Germany;Female;47;10;13438152;1;0;0;2681289;1;1;0
3111;15707596;546;Germany;Female;74;8;11488874;2;1;1;6673263;1;1;0
3113;15622478;698;France;Female;40;7;10506174;3;1;0;10781531;1;0;0
3115;15636023;619;France;Female;40;10;0;1;1;1;14709384;1;0;0
3120;15663161;680;Germany;Female;51;5;14313987;1;0;0;4779543;1;1;0
3125;15795224;760;France;Male;39;6;17858546;1;1;0;671313;1;0;1
3128;15721007;776;Germany;Male;33;8;11513034;1;0;0;1295255;1;1;1
3131;15813113;795;Spain;Female;56;5;0;1;1;0;3541869;1;2;0
3138;15772073;664;France;Male;48;10;0;1;1;0;14017317;1;0;1
3139;15701537;756;France;Male;60;2;0;1;1;1;16651349;1;0;1
3142;15769596;710;Germany;Female;24;2;11040744;2;0;0;1583243;1;1;0
3146;15775590;482;Germany;Female;48;2;6932947;1;0;0;10264052;1;1;0
3147;15730688;548;France;Female;28;8;1167555;2;1;1;15858517;1;0;0
3149;15810075;648;France;Female;39;6;13069489;2;1;1;15395538;1;0;0
3153;15724161;644;France;Female;40;9;13728526;4;1;0;7706363;1;0;0
3157;15569641;692;Germany;Female;41;8;13070129;1;1;0;5935424;1;1;0
3164;15801336;649;Germany;Female;37;8;11473726;1;1;1;10665588;1;1;0
3167;15746203;555;Germany;Male;62;4;11981733;1;0;1;435071;1;1;1
3168;15583137;637;France;Female;48;7;13080699;2;1;1;13200585;1;0;0
3169;15680752;675;France;Female;49;0;0;1;1;1;8049671;1;0;0
3171;15791373;850;Germany;Female;35;2;8093175;1;0;0;1263967;1;1;0
3172;15589449;815;France;Female;56;3;0;3;1;1;9424816;1;0;0
3176;15764604;586;France;Female;35;7;16476902;3;1;0;11981425;1;0;0
3181;15750447;678;France;Female;60;10;11773881;1;1;0;14748976;1;0;0
3185;15631070;667;Germany;Male;55;9;15439343;1;1;1;13767496;1;1;1
3186;15761950;652;Germany;Female;45;9;11082749;1;1;1;15338354;1;1;0
3194;15725794;659;France;Female;49;1;0;1;1;0;11624972;1;0;0
3200;15678201;548;France;Female;46;1;0;1;1;1;10446906;1;0;0
3205;15603942;547;Germany;Male;50;3;8129002;3;0;1;17774703;1;1;1
3206;15733973;850;France;Female;42;8;0;1;1;0;1963264;1;0;0
3207;15596761;515;Germany;Male;60;9;11371536;1;1;0;1842424;1;1;1
3213;15747097;611;France;Male;35;10;0;1;1;1;2359823;1;0;1
